Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Northeast,Region_South,Region_Southeast,Region_West,State_Arkansas,State_Florida,State_Hawaii,State_Mississippi,State_New York,State_Texas,City_Honolulu,City_Houston,City_Jackson,City_Little Rock,City_New York,City_Orlando,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
Walmart,2020-05-01,64.0,254,16256.0,0.01576833685109598,May,1,4.0,0.2420774647887324,18,47.0,0.5849056603773586,0.8442685197223221,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Walmart,2020-05-01,65.0,875,56875.0,0.43698260144707335,May,1,30.0,0.47135083226632524,18,64.0,0.5849056603773586,0.8442685197223221,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Walmart,2020-05-07,48.0,279,13392.0,0.012828199042402044,May,7,4.0,0.19190140845070422,19,48.0,0.5660377358490567,0.8439067956426326,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Walmart,2020-05-07,60.0,261,15660.0,0.015156492530571681,May,7,4.0,0.2420774647887324,19,48.0,0.5660377358490567,0.8439067956426326,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Walmart,2020-05-07,65.0,900,58500.0,0.44949409919269395,May,7,30.0,0.47135083226632524,19,60.0,0.5660377358490567,0.8439067956426326,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Walmart,2020-08-10,34.0,179,6086.0,0.0037660249829586977,August,10,3.0,0.5787852112676056,33,34.0,0.3849056603773585,0.8448645242030264,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-10,42.0,147,6174.0,0.005418312623703424,August,10,4.0,0.5787852112676056,33,34.0,0.3849056603773585,0.8448645242030264,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Walmart,2020-08-10,45.0,525,23625.0,0.18097810911360593,August,10,30.0,0.5787852112676056,33,42.0,0.3849056603773585,0.8448645242030264,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-16,35.0,180,6300.0,0.00554766226193507,August,16,4.0,0.5985915492957746,33,45.0,0.3849056603773585,0.8493546160412583,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-16,42.0,168,7056.0,0.0063237600913249505,August,16,4.0,0.5985915492957746,33,35.0,0.3849056603773585,0.8493546160412583,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Walmart,2020-08-16,45.0,600,27000.0,0.20696352750835637,August,16,30.0,0.5985915492957746,33,42.0,0.3849056603773585,0.8493546160412583,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-22,29.0,221,6409.0,0.004014715061225495,August,22,3.0,0.5985915492957746,34,29.0,0.32704402515723274,0.8437620898587848,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-22,41.0,169,6929.0,0.007971684748240435,August,22,5.0,0.5985915492957746,34,29.0,0.32704402515723274,0.8437620898587848,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Walmart,2020-08-22,45.0,650,29250.0,0.22428713977152334,August,22,30.0,0.5985915492957746,34,41.0,0.32704402515723274,0.8437620898587848,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-28,33.0,217,7161.0,0.006431551456517989,August,28,4.0,0.5985915492957746,35,33.0,0.35220125786163525,0.8451019106850601,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-08-28,41.0,196,8036.0,0.007329812833126647,August,28,4.0,0.724031690140845,35,33.0,0.35220125786163525,0.8451019106850601,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Walmart,2020-08-28,45.0,700,31500.0,0.24161075203469032,August,28,30.0,0.47135083226632524,35,41.0,0.35220125786163525,0.8451019106850601,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Walmart,2020-09-03,35.0,228,7980.0,0.005224288166355953,September,3,3.0,0.3036971830985916,36,35.0,0.3647798742138365,0.8430986026019556,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-09-03,41.0,169,6929.0,0.0061933838686628944,September,3,4.0,0.5985915492957746,36,35.0,0.3647798742138365,0.8430986026019556,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Walmart,2020-09-03,45.0,650,29250.0,0.22428713977152334,September,3,30.0,0.5985915492957746,36,41.0,0.3647798742138365,0.8430986026019556,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-09-09,36.0,206,7416.0,0.006693330486272512,September,9,4.0,0.724031690140845,37,36.0,0.389937106918239,0.8439451455311114,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-09-09,44.0,175,7700.0,0.006984880464508923,September,9,4.0,0.724031690140845,37,36.0,0.389937106918239,0.8439451455311114,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Walmart,2020-09-09,45.0,625,28125.0,0.21562533363993985,September,9,30.0,0.724031690140845,37,44.0,0.389937106918239,0.8439451455311114,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-09-15,35.0,184,6440.0,0.005691384082192456,September,15,4.0,0.7174295774647887,38,35.0,0.37106918238993714,0.8458241322253602,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-09-15,42.0,150,6300.0,0.00554766226193507,September,15,4.0,0.7174295774647887,38,35.0,0.37106918238993714,0.8458241322253602,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Walmart,2020-09-15,45.0,575,25875.0,0.19830172137677288,September,15,30.0,0.7174295774647887,38,42.0,0.37106918238993714,0.8458241322253602,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-10-24,42.0,195,8190.0,0.00958983845667403,October,24,5.0,0.724031690140845,43,42.0,0.339622641509434,0.843102904526326,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Walmart,2020-10-24,30.0,195,5850.0,0.003584319538776147,October,24,3.0,0.76647384305835,43,42.0,0.339622641509434,0.843102904526326,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-10-24,45.0,650,29250.0,0.22428713977152334,October,24,30.0,0.5985915492957746,43,30.0,0.339622641509434,0.843102904526326,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-10-30,30.0,208,6240.0,0.005486067196110477,October,30,4.0,0.5985915492957746,44,30.0,0.339622641509434,0.6682903444025843,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2020-10-30,42.0,169,7098.0,0.006366876637402166,October,30,4.0,0.5985915492957746,44,30.0,0.339622641509434,0.6682903444025843,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Walmart,2020-10-30,45.0,650,29250.0,0.22428713977152334,October,30,30.0,0.5985915492957746,44,42.0,0.339622641509434,0.6682903444025843,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Walmart,2021-02-21,23.0,111,2553.0,0.0017010504011891953,February,21,4.0,0.2948943661971831,7,23.0,0.24528301886792456,0.8451844630896043,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Walmart,2021-02-21,34.0,98,3332.0,0.003355904503009946,February,21,5.0,0.2948943661971831,7,23.0,0.24528301886792456,0.8451844630896043,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Walmart,2021-02-21,35.0,325,11375.0,0.10125741193958754,February,21,35.0,0.2948943661971831,7,34.0,0.24528301886792456,0.8451844630896043,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Walmart,2021-03-19,35.0,250,8750.0,0.07767805080361029,March,19,35.0,0.3036971830985916,11,35.0,0.25786163522012584,0.8525249271518979,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-03-19,24.0,88,2112.0,0.001248326667378432,March,19,4.0,0.3036971830985916,11,35.0,0.25786163522012584,0.8525249271518979,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-03-19,32.0,65,2080.0,0.0017492998694184604,March,19,5.0,0.3036971830985916,11,24.0,0.25786163522012584,0.8525249271518979,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-04-17,47.0,60,2820.0,0.0005276643972306858,April,17,2.0,0.47135083226632524,15,47.0,0.5534591194968554,0.8442805734333748,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-04-17,59.0,58,3422.0,0.0025931522712153935,April,17,4.0,0.47135083226632524,15,47.0,0.5534591194968554,0.8442805734333748,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-04-17,60.0,200,12000.0,0.0606752461749464,April,17,20.0,0.47135083226632524,15,59.0,0.5534591194968554,0.8442805734333748,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-04-20,31.0,75,2325.0,0.001466989151055739,April,20,4.0,0.34771126760563376,16,31.0,0.3144654088050315,0.8441129415196051,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-04-20,37.0,73,2701.0,0.0025461860335241416,April,20,5.0,0.34771126760563376,16,31.0,0.3144654088050315,0.8441129415196051,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-04-20,40.0,250,10000.0,0.0889063180112185,April,20,35.0,0.34771126760563376,16,37.0,0.3144654088050315,0.8441129415196051,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-05-18,52.0,68,3536.0,0.0018026822597997747,May,18,3.0,0.4005281690140845,20,52.0,0.4477987421383649,0.8442845577875224,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-05-18,42.0,68,2856.0,0.0005461429169780639,May,18,2.0,0.4005281690140845,20,52.0,0.4477987421383649,0.8442845577875224,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-05-18,55.0,225,12375.0,0.06260009198196495,May,18,20.0,0.4005281690140845,20,42.0,0.4477987421383649,0.8442845577875224,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-05-19,32.0,111,3552.0,0.0027266082471686798,May,19,4.0,0.468199823943662,20,55.0,0.4477987421383649,0.8435779119593205,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Walmart,2021-05-19,42.0,85,3570.0,0.0036613133710568886,May,19,5.0,0.468199823943662,20,32.0,0.4477987421383649,0.8435779119593205,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-05-19,45.0,325,14625.0,0.13045090667936893,May,19,35.0,0.468199823943662,20,42.0,0.4477987421383649,0.8435779119593205,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Walmart,2021-06-17,71.0,153,10863.0,0.004656073684124077,June,17,2.0,0.7532696177062373,24,71.0,0.8930817610062893,0.8444991840133756,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-06-17,89.0,126,11214.0,0.007714268702315154,June,17,3.0,0.7532696177062373,24,71.0,0.8930817610062893,0.8444991840133756,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-06-17,95.0,450,42750.0,0.21851260235046768,June,17,20.0,0.7532696177062373,24,89.0,0.8930817610062893,0.8444991840133756,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Walmart,2021-06-21,37.0,116,4292.0,0.003486280725672002,June,21,4.0,0.5325704225352113,25,37.0,0.4591194968553459,0.8445352850369576,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-06-21,54.0,98,5292.0,0.005871036357514187,June,21,5.0,0.5325704225352113,25,37.0,0.4591194968553459,0.8445352850369576,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-06-21,55.0,375,20625.0,0.18434658927588837,June,21,35.0,0.5325704225352113,25,54.0,0.4591194968553459,0.8445352850369576,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-07-16,68.0,208,14144.0,0.006340185442211509,July,16,2.0,0.76647384305835,28,68.0,0.7849056603773586,0.8461837087361619,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-07-16,89.0,195,17355.0,0.012442459942675524,July,16,3.0,0.76647384305835,28,68.0,0.7849056603773586,0.8461837087361619,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-07-16,59.0,150,8850.0,0.010436770611762193,July,16,5.0,0.76647384305835,28,89.0,0.7849056603773586,0.8461837087361619,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-07-16,46.0,150,6900.0,0.006163612920181007,July,16,4.0,0.76647384305835,28,59.0,0.7849056603773586,0.8461837087361619,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-07-16,95.0,650,61750.0,0.31603812323940766,July,16,20.0,0.76647384305835,28,46.0,0.7849056603773586,0.8461837087361619,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Walmart,2021-07-16,60.0,500,30000.0,0.26855859333295007,July,16,35.0,0.76647384305835,28,95.0,0.7849056603773586,0.8461837087361619,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-07-19,40.0,149,5960.0,0.005198623555595706,July,19,4.0,0.5985915492957746,29,40.0,0.48427672955974843,0.8452542130813426,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-07-19,55.0,119,6545.0,0.007478924221643684,July,19,5.0,0.5985915492957746,29,40.0,0.48427672955974843,0.8452542130813426,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-07-19,60.0,425,25500.0,0.22813683138556046,July,19,35.0,0.5985915492957746,29,55.0,0.48427672955974843,0.8452542130813426,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-08-10,69.0,147,10143.0,0.006889664758588404,August,10,3.0,0.5523767605633803,32,69.0,0.7547169811320755,0.8443412976267953,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-08-10,70.0,525,36750.0,0.14055634716621632,August,10,15.0,0.5523767605633803,32,69.0,0.7547169811320755,0.8443412976267953,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-08-17,63.0,166,10458.0,0.004448190336966073,August,17,2.0,0.5127640845070423,33,63.0,0.5723270440251573,0.8416379174482778,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-08-17,35.0,158,5530.0,0.004757192250519452,August,17,4.0,0.5127640845070423,33,63.0,0.5723270440251573,0.8416379174482778,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-08-17,74.0,143,10582.0,0.007227667682300862,August,17,3.0,0.5127640845070423,33,35.0,0.5723270440251573,0.8416379174482778,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-08-17,46.0,122,5612.0,0.0062816701296781454,August,17,5.0,0.5127640845070423,33,74.0,0.5723270440251573,0.8416379174482778,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-08-17,80.0,475,38000.0,0.1941312221282327,August,17,20.0,0.5127640845070423,33,46.0,0.5723270440251573,0.8416379174482778,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Walmart,2021-08-17,50.0,450,22500.0,0.2011889900873007,August,17,35.0,0.5127640845070423,33,80.0,0.5723270440251573,0.8416379174482778,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-08-20,48.0,113,5424.0,0.006040422788531819,August,20,5.0,0.488556338028169,33,50.0,0.5723270440251573,0.8454257786491667,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-08-20,40.0,113,4520.0,0.0037203419758054584,August,20,4.0,0.488556338028169,33,48.0,0.5723270440251573,0.8454257786491667,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Walmart,2021-08-20,50.0,375,18750.0,0.16750418846447604,August,20,35.0,0.488556338028169,33,40.0,0.5723270440251573,0.8454257786491667,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Walmart,2021-09-11,71.0,91,6461.0,0.004054751854011481,September,11,3.0,0.3345070422535211,36,71.0,0.779874213836478,0.8442091828149543,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Walmart,2021-09-11,75.0,350,26250.0,0.10013458521882672,September,11,15.0,0.3345070422535211,36,71.0,0.779874213836478,0.8442091828149543,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
Walmart,2021-09-16,22.0,132,2904.0,0.002061381536263068,September,16,4.0,0.5325704225352113,37,22.0,0.37735849056603776,0.8441143529684612,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
Walmart,2021-09-16,29.0,108,3132.0,0.003099258395407472,September,16,5.0,0.5325704225352113,37,22.0,0.37735849056603776,0.8441143529684612,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Walmart,2021-09-16,30.0,400,12000.0,0.10687154554339166,September,16,35.0,0.5325704225352113,37,29.0,0.37735849056603776,0.8441143529684612,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Walmart,2021-09-18,54.0,94,5076.0,0.0016856516347330465,September,18,2.0,0.45070422535211263,37,30.0,0.37735849056603776,0.8442888437342281,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
Walmart,2021-09-18,64.0,74,4736.0,0.0027266082471686798,September,18,3.0,0.45070422535211263,37,54.0,0.37735849056603776,0.8442888437342281,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Walmart,2021-09-18,70.0,275,19250.0,0.09788893177730508,September,18,20.0,0.45070422535211263,37,64.0,0.37735849056603776,0.8442888437342281,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
Walmart,2021-09-19,25.0,325,8125.0,0.07206391719980618,September,19,35.0,0.19190140845070422,37,70.0,0.37735849056603776,0.84426369943583,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Walmart,2021-09-19,18.0,111,1998.0,0.0011312960423117038,September,19,4.0,0.19190140845070422,37,25.0,0.37735849056603776,0.84426369943583,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
Walmart,2021-09-19,23.0,94,2162.0,0.0018545247735354748,September,19,5.0,0.19190140845070422,37,18.0,0.37735849056603776,0.84426369943583,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Walmart,2021-10-10,63.0,70,4410.0,0.0024756083539334605,October,10,3.0,0.5702967806841046,40,63.0,0.679245283018868,0.8442980432929008,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
