Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Midwest,Region_Northeast,Region_South,Region_Southeast,Region_West,State_Alaska,State_Arizona,State_California,State_Connecticut,State_Delaware,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maryland,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Nebraska,State_New Hampshire,State_New York,State_North Dakota,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Virginia,State_Washington,State_West Virginia,State_Wyoming,City_Anchorage,City_Atlanta,City_Baltimore,City_Boise,City_Charleston,City_Cheyenne,City_Chicago,City_Dallas,City_Des Moines,City_Detroit,City_Fargo,City_Hartford,City_Honolulu,City_Jackson,City_Knoxville,City_Los Angeles,City_Louisville,City_Manchester,City_Miami,City_Minneapolis,City_New Orleans,City_New York,City_Omaha,City_Philadelphia,City_Phoenix,City_Providence,City_Richmond,City_Seattle,City_Sioux Falls,City_St. Louis,City_Wichita,City_Wilmington,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
Foot Locker,2020-03-08,55.0,252,13860.0,0.017912243083520737,March,8,5.0,0.11064718162839246,10,45.0,0.6738768718801997,0.13729907008686726,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Foot Locker,2020-03-08,60.0,900,54000.0,0.4234088175304639,March,8,30.0,0.48475991649269323,10,55.0,0.6738768718801997,0.13729907008686726,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Foot Locker,2020-03-14,46.0,278,12788.0,0.009822708017363107,March,14,3.0,0.11064718162839246,11,46.0,0.7138103161397672,0.13730145767737104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Foot Locker,2020-03-14,58.0,231,13398.0,0.013804717326499658,March,14,4.0,0.3820459290187892,11,46.0,0.7138103161397672,0.13730145767737104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Foot Locker,2020-03-14,60.0,925,55500.0,0.4351759845196381,March,14,30.0,0.48475991649269323,11,58.0,0.7138103161397672,0.13730145767737104,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
Foot Locker,2020-05-24,60.0,202,12120.0,0.015637257465613723,May,24,5.0,0.7265135699373696,21,60.0,0.8735440931780368,0.13729358320570395,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Foot Locker,2020-05-24,65.0,775,50375.0,0.46083494587103185,May,24,35.0,0.7265135699373696,21,60.0,0.8735440931780368,0.13729358320570395,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Foot Locker,2020-08-10,50.0,195,9750.0,0.012538570158464515,August,10,5.0,0.3361169102296452,33,50.0,0.7271214642262896,0.1373028790909399,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Foot Locker,2020-08-10,55.0,750,41250.0,0.37732074682286487,August,10,35.0,0.3361169102296452,33,50.0,0.7271214642262896,0.1373028790909399,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Foot Locker,2020-08-16,53.0,218,11554.0,0.014897233408294545,August,16,5.0,0.3402922755741128,33,55.0,0.7271214642262896,0.13730535599095867,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Foot Locker,2020-08-16,55.0,750,41250.0,0.37732074682286487,August,16,35.0,0.3402922755741128,33,53.0,0.7271214642262896,0.13730535599095867,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Foot Locker,2020-08-22,53.0,182,9646.0,0.012402594006589614,August,22,5.0,0.3110647181628393,34,53.0,0.7337770382695509,0.11360204770967766,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Foot Locker,2020-08-22,55.0,675,37125.0,0.3395677527325977,August,22,35.0,0.3110647181628393,34,53.0,0.7337770382695509,0.11360204770967766,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Foot Locker,2020-09-21,52.0,225,11700.0,0.015088123006118925,September,21,5.0,0.21503131524008354,39,52.0,0.7138103161397672,0.13724517979132508,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-09-21,55.0,750,41250.0,0.37732074682286487,September,21,35.0,0.3402922755741128,39,52.0,0.7138103161397672,0.13724517979132508,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Foot Locker,2020-10-21,45.0,150,6750.0,0.05274305737147639,October,21,30.0,0.47599164926931115,43,45.0,0.5740432612312812,0.13731947182893783,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Foot Locker,2020-10-21,43.0,39,1677.0,0.0015448982793786934,October,21,4.0,0.43215031315240093,43,45.0,0.5740432612312812,0.13731947182893783,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-10-27,45.0,150,6750.0,0.05274305737147639,October,27,30.0,0.47599164926931115,44,45.0,0.5740432612312812,0.13729764036770212,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Foot Locker,2020-10-27,41.0,44,1804.0,0.0016777365200564822,October,27,4.0,0.4665970772442589,44,45.0,0.5740432612312812,0.13729764036770212,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-11-02,50.0,75,3750.0,0.029208723393127974,November,2,30.0,0.5490605427974948,45,50.0,0.6539101497504161,0.13728667105541204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Foot Locker,2020-11-02,47.0,19,893.0,0.000724857486533131,November,2,4.0,0.32442588726513566,45,50.0,0.6539101497504161,0.13728667105541204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-11-08,50.0,50,2500.0,0.01940275090214947,November,8,30.0,0.48475991649269323,45,47.0,0.6539101497504161,0.0780582854130833,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Foot Locker,2020-11-08,47.0,14,658.0,0.0004790544427592699,November,8,4.0,0.3519832985386222,45,50.0,0.6539101497504161,0.0780582854130833,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-11-14,55.0,75,4125.0,0.032150515140421526,November,14,30.0,0.5490605427974948,46,55.0,0.7737104825291182,0.13732457428932926,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Foot Locker,2020-11-14,50.0,20,1000.0,0.0008367763192301658,November,14,4.0,0.5223382045929019,46,55.0,0.7737104825291182,0.13732457428932926,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-11-20,50.0,150,7500.0,0.05862664086606349,November,20,30.0,0.47599164926931115,47,50.0,0.6738768718801997,0.13723159019872738,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Foot Locker,2020-11-20,49.0,45,2205.0,0.002097170650070603,November,20,4.0,0.6200417536534447,47,50.0,0.6738768718801997,0.13723159019872738,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-11-26,49.0,58,2842.0,0.0027634537942576227,November,26,4.0,0.4665970772442589,48,49.0,0.6539101497504161,0.19851161631445607,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Foot Locker,2020-11-26,50.0,200,10000.0,0.0782385858480205,November,26,30.0,0.4665970772442589,48,49.0,0.6539101497504161,0.19851161631445607,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Foot Locker,2020-12-02,45.0,150,6750.0,0.05274305737147639,December,2,30.0,0.47599164926931115,49,45.0,0.5740432612312812,0.1373101732516182,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
Foot Locker,2020-12-02,42.0,42,1764.0,0.001635897704094974,December,2,4.0,0.5774530271398748,49,45.0,0.5740432612312812,0.1373101732516182,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Foot Locker,2020-12-08,35.0,125,4375.0,0.034111709638617226,December,8,30.0,0.5949895615866388,50,35.0,0.37437603993344437,0.13730495718904875,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
Foot Locker,2020-12-08,32.0,34,1088.0,0.0009288217143454841,December,8,4.0,0.36951983298538627,50,35.0,0.37437603993344437,0.13730495718904875,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Foot Locker,2020-12-14,45.0,75,3375.0,0.02626693164583442,December,14,30.0,0.5490605427974948,51,45.0,0.6139767054908487,0.137296578045953,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
Foot Locker,2020-12-14,41.0,19,779.0,0.0006056168610428324,December,14,4.0,0.32442588726513566,51,45.0,0.6139767054908487,0.137296578045953,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Foot Locker,2020-12-20,55.0,125,6875.0,0.05372365462057424,December,20,30.0,0.5949895615866388,51,41.0,0.6139767054908487,0.13731293416607657,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
