Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Midwest,Region_Northeast,Region_South,Region_West,State_Arizona,State_California,State_Delaware,State_Kansas,State_Minnesota,State_Montana,State_New Jersey,State_New Mexico,State_New York,State_Oklahoma,State_Wyoming,City_Albany,City_Albuquerque,City_Billings,City_Cheyenne,City_Los Angeles,City_Minneapolis,City_Newark,City_Oklahoma City,City_Phoenix,City_San Francisco,City_Wichita,City_Wilmington,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
Kohl's,2021-01-16,33.0,65,2145.0,0.0034429424975634558,January,16,5.0,0.8439306358381502,2,28.0,0.5416666666666667,0.39624865884597155,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-01-19,45.0,200,9000.0,0.22772151362345863,January,19,60.0,0.5260115606936416,3,45.0,0.5714285714285714,0.3962240332043156,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-01-19,44.0,56,2464.0,0.0062070426712996325,January,19,7.0,0.5260115606936416,3,45.0,0.5714285714285714,0.3962240332043156,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-01-25,41.0,61,2501.0,0.0063167930844527315,January,25,7.0,0.6358381502890172,4,41.0,0.5267857142857143,0.39619264704271584,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-01-25,45.0,225,10125.0,0.25632442052629345,January,25,60.0,0.7023121387283237,4,41.0,0.5267857142857143,0.39619264704271584,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-01-26,33.0,94,3102.0,0.004156108309674138,January,26,4.0,0.8352601156069362,4,45.0,0.5267857142857143,0.3953280667397644,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-01-26,45.0,80,3600.0,0.0050002118733844655,January,26,4.0,0.8352601156069362,4,33.0,0.5267857142857143,0.3953280667397644,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-01-26,50.0,275,13750.0,0.17369380058477055,January,26,30.0,0.7687861271676301,4,45.0,0.5267857142857143,0.3953280667397644,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-01-31,41.0,75,3075.0,0.008019407602017036,January,31,7.0,0.9999999999999999,4,50.0,0.5267857142857143,0.3959751676330917,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-01-31,45.0,300,13500.0,0.34213314123479804,January,31,60.0,0.7687861271676301,4,41.0,0.5267857142857143,0.3959751676330917,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-02-06,42.0,124,5208.0,0.01434637060892411,February,6,7.0,0.5202312138728323,5,42.0,0.5178571428571429,0.39686964367377153,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-06,45.0,475,21375.0,0.5423534895546421,February,6,60.0,0.5202312138728323,5,42.0,0.5178571428571429,0.39686964367377153,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-02-08,45.0,175,7875.0,0.09900843256070173,February,8,30.0,0.53757225433526,6,45.0,0.5969387755102041,0.3969114331243868,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Kohl's,2021-02-08,41.0,47,1927.0,0.00216449849569897,February,8,4.0,0.53757225433526,6,45.0,0.5969387755102041,0.3969114331243868,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-12,47.0,145,6815.0,0.010449595321835672,February,12,4.0,0.6867052023121387,6,41.0,0.5969387755102041,0.39652066490725374,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-12,52.0,106,5512.0,0.015248103733209038,February,12,7.0,0.6867052023121387,6,47.0,0.5969387755102041,0.39652066490725374,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-12,50.0,500,25000.0,0.31670833509894486,February,12,30.0,0.6867052023121387,6,52.0,0.5969387755102041,0.39652066490725374,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Kohl's,2021-02-12,55.0,425,23375.0,0.5932031018263486,February,12,60.0,0.6867052023121387,6,50.0,0.5969387755102041,0.39652066490725374,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-02-14,35.0,225,7875.0,0.1156934615873554,February,14,35.0,0.6728323699421964,6,55.0,0.5969387755102041,0.39626256889756145,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-14,32.0,68,2176.0,0.0035086232467477444,February,14,5.0,0.861271676300578,6,35.0,0.5969387755102041,0.39626256889756145,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-18,50.0,100,5000.0,0.013729395313360739,February,18,7.0,0.47861271676300576,7,50.0,0.6607142857142857,0.3962509347251061,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-18,55.0,400,22000.0,0.5582439933895504,February,18,60.0,0.47861271676300576,7,50.0,0.6607142857142857,0.3962509347251061,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-02-24,54.0,98,5292.0,0.016838001610237723,February,24,8.0,0.5231213872832369,8,54.0,0.6071428571428571,0.39620186209888275,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-24,55.0,350,19250.0,0.48832577651595405,February,24,60.0,0.5231213872832369,8,54.0,0.6071428571428571,0.39620186209888275,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-02-26,34.0,62,2108.0,0.0015780329674986225,February,26,3.0,0.6358381502890172,8,55.0,0.6071428571428571,0.3962527949485771,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Kohl's,2021-02-26,45.0,54,2430.0,0.003017076994787915,February,26,4.0,0.46820809248554907,8,34.0,0.6071428571428571,0.3962527949485771,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-02-26,50.0,200,10000.0,0.12602228908004576,February,26,30.0,0.5722543352601156,8,45.0,0.6071428571428571,0.3962527949485771,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Kohl's,2021-03-02,51.0,113,5763.0,0.015992626806220604,March,2,7.0,0.4335260115606936,9,51.0,0.6666666666666667,0.3962644489561354,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-02,55.0,375,20625.0,0.5232848849527523,March,2,60.0,0.4335260115606936,9,51.0,0.6666666666666667,0.3962644489561354,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-06,45.0,125,5625.0,0.07040552565786687,March,6,30.0,0.5115606936416185,9,55.0,0.6666666666666667,0.3962845644458522,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Kohl's,2021-03-06,43.0,34,1462.0,0.0019958472816644776,March,6,5.0,0.5115606936416185,9,45.0,0.6666666666666667,0.3962845644458522,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-08,53.0,120,6360.0,0.017763464553582783,March,8,7.0,0.6329479768786127,10,53.0,0.6049107142857143,0.39635886829043454,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-08,55.0,400,22000.0,0.5582439933895504,March,8,60.0,0.6329479768786127,10,53.0,0.6049107142857143,0.39635886829043454,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-10,47.0,126,5922.0,0.008935971863214542,March,10,4.0,0.5606936416184971,10,55.0,0.6049107142857143,0.39622250823548977,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-10,50.0,450,22500.0,0.28492732742912835,March,10,30.0,0.5606936416184971,10,47.0,0.6049107142857143,0.39622250823548977,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Kohl's,2021-03-11,36.0,155,5580.0,0.013085300224585789,March,11,6.0,0.6849710982658959,10,50.0,0.6049107142857143,0.39616904259555547,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-11,49.0,145,7105.0,0.019973303953557356,March,11,7.0,0.6849710982658959,10,36.0,0.6049107142857143,0.39616904259555547,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-11,50.0,500,25000.0,0.5815500656807493,March,11,55.0,0.6849710982658959,10,49.0,0.6049107142857143,0.39616904259555547,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-12,35.0,150,5250.0,0.07676172719183015,March,12,35.0,0.6936416184971098,10,50.0,0.6049107142857143,0.3962723276696975,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-12,32.0,41,1312.0,0.0016780372049663124,March,12,5.0,0.6936416184971098,10,35.0,0.6049107142857143,0.3962723276696975,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-17,40.0,140,5600.0,0.013136149836857493,March,17,6.0,0.7144508670520231,11,40.0,0.5357142857142857,0.39632923055633595,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-17,46.0,113,5198.0,0.014316708335098946,March,17,7.0,0.7144508670520231,11,40.0,0.5357142857142857,0.39632923055633595,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-17,50.0,450,22500.0,0.5232848849527524,March,17,55.0,0.7144508670520231,11,46.0,0.5357142857142857,0.39632923055633595,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-23,36.0,128,4608.0,0.010614009068180857,March,23,6.0,0.7138728323699421,12,36.0,0.5821428571428572,0.39626182620448686,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-23,46.0,106,4876.0,0.013361583117928729,March,23,7.0,0.7138728323699421,12,36.0,0.5821428571428572,0.39626182620448686,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-23,50.0,425,21250.0,0.4941522945887538,March,23,55.0,0.7138728323699421,12,46.0,0.5821428571428572,0.39626182620448686,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-25,55.0,53,2915.0,0.0038391457265138356,March,25,4.0,0.46820809248554907,12,50.0,0.5821428571428572,0.39619661890587626,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-03-25,41.0,53,2173.0,0.0016606635874401457,March,25,3.0,0.46820809248554907,12,55.0,0.5821428571428572,0.39619661890587626,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-03-25,60.0,175,10500.0,0.13237849061400908,March,25,30.0,0.5722543352601156,12,41.0,0.5821428571428572,0.39619661890587626,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-07,45.0,100,4500.0,0.056104072206449425,April,7,30.0,0.5404624277456647,14,45.0,0.5803571428571429,0.3962824610179515,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Kohl's,2021-04-07,44.0,27,1188.0,0.0009119030467392686,April,7,4.0,0.5404624277456647,14,45.0,0.5803571428571429,0.3962824610179515,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-11,38.0,149,5662.0,0.013293783634899782,April,11,6.0,0.5346820809248555,14,44.0,0.5803571428571429,0.3982984057741507,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-11,49.0,119,5831.0,0.016194330268231708,April,11,7.0,0.5346820809248555,14,38.0,0.5803571428571429,0.3982984057741507,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-11,47.0,106,4982.0,0.007342684012034408,April,11,4.0,0.5346820809248555,14,49.0,0.5803571428571429,0.3982984057741507,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-11,50.0,425,21250.0,0.4941522945887538,April,11,55.0,0.5346820809248555,14,47.0,0.5803571428571429,0.3982984057741507,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-11,50.0,425,21250.0,0.2690368235942201,April,11,30.0,0.5346820809248555,14,50.0,0.5803571428571429,0.3982984057741507,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Kohl's,2021-04-13,40.0,150,6000.0,0.08788507987626595,April,13,35.0,0.6040462427745664,15,40.0,0.4910714285714286,0.39630253749875555,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-13,39.0,38,1482.0,0.0020382219585575664,April,13,5.0,0.6040462427745664,15,40.0,0.4910714285714286,0.39630253749875555,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-17,38.0,140,5320.0,0.012424255265053603,April,17,6.0,0.6652653704676826,15,39.0,0.4910714285714286,0.39652154979378723,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-17,45.0,131,5895.0,0.013886181617865163,April,17,6.0,0.6652653704676826,15,38.0,0.4910714285714286,0.39652154979378723,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-17,50.0,450,22500.0,0.5232848849527524,April,17,55.0,0.6652653704676826,15,45.0,0.4910714285714286,0.39652154979378723,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-23,39.0,165,6435.0,0.015259121149201235,April,23,6.0,0.699421965317919,16,39.0,0.5178571428571429,0.3963926669808502,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-23,45.0,125,5625.0,0.015583287427433368,April,23,7.0,0.699421965317919,16,39.0,0.5178571428571429,0.3963926669808502,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-23,50.0,500,25000.0,0.5815500656807493,April,23,55.0,0.699421965317919,16,45.0,0.5178571428571429,0.3963926669808502,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-26,46.0,60,2760.0,0.0035764227297766854,April,26,4.0,0.5722543352601156,17,46.0,0.6464285714285715,0.39620026594976593,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-26,56.0,58,3248.0,0.004403576422729778,April,26,4.0,0.7023121387283237,17,46.0,0.6464285714285715,0.39620026594976593,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-26,60.0,200,12000.0,0.151447095215899,April,26,30.0,0.5722543352601156,17,56.0,0.6464285714285715,0.39620026594976593,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-29,38.0,224,8512.0,0.02053985338361795,April,29,6.0,0.16184971098265893,17,60.0,0.6464285714285715,0.3960570221130327,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-04-29,46.0,189,8694.0,0.02468663926437561,April,29,7.0,0.7283236994219653,17,38.0,0.6464285714285715,0.3960570221130327,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-04-29,50.0,700,35000.0,0.8146107885927371,April,29,55.0,0.5404624277456647,17,46.0,0.6464285714285715,0.3960570221130327,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-05-05,43.0,230,9890.0,0.024043391669138523,May,5,6.0,0.6728323699421964,18,43.0,0.6964285714285714,0.3962341283114993,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Kohl's,2021-05-05,58.0,182,10556.0,0.030209754650620795,May,5,7.0,0.6728323699421964,18,43.0,0.6964285714285714,0.3962341283114993,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Kohl's,2021-05-05,60.0,675,40500.0,0.9427941861943303,May,5,55.0,0.6728323699421964,18,58.0,0.6964285714285714,0.3962341283114993,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
