Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Midwest,Region_Northeast,Region_South,Region_Southeast,Region_West,State_Alabama,State_Alaska,State_Kentucky,State_Maine,State_Massachusetts,State_New Hampshire,State_North Carolina,State_Ohio,State_Vermont,City_Anchorage,City_Birmingham,City_Boston,City_Burlington,City_Charlotte,City_Columbus,City_Louisville,City_Manchester,City_Portland,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
Amazon,2021-05-10,55.0,72,3960.0,0.006243919098969698,May,10,5.0,0.5277777777777778,19,46.0,0.5865921787709497,0.3714464845541038,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Amazon,2021-05-10,60.0,275,16500.0,0.1982506284888793,May,10,35.0,0.5277777777777778,19,55.0,0.5865921787709497,0.3714464845541038,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Amazon,2021-05-17,52.0,90,4680.0,0.0042608481897248,May,17,3.0,0.626984126984127,20,52.0,0.7877094972067039,0.37152909876099716,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Amazon,2021-05-17,63.0,78,4914.0,0.0061943423262385755,May,17,4.0,0.626984126984127,20,52.0,0.7877094972067039,0.37152909876099716,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Amazon,2021-05-17,65.0,300,19500.0,0.20083275206862528,May,17,30.0,0.626984126984127,20,63.0,0.7877094972067039,0.37152909876099716,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Amazon,2021-05-20,62.0,69,4278.0,0.005318486007988746,May,20,4.0,0.5555555555555556,20,65.0,0.7877094972067039,0.37140559804203854,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Amazon,2021-05-20,65.0,275,17875.0,0.15327864280830383,May,20,25.0,0.5555555555555556,20,62.0,0.7877094972067039,0.37140559804203854,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Amazon,2021-05-23,50.0,150,7500.0,0.08980143813954898,May,23,35.0,0.6216931216931216,20,65.0,0.7877094972067039,0.37155874881579515,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Amazon,2021-05-23,46.0,42,1932.0,0.00275288801915316,May,23,5.0,0.6216931216931216,20,50.0,0.7877094972067039,0.37155874881579515,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Amazon,2021-06-11,62.0,150,9300.0,0.015436279042865316,June,11,5.0,0.26190476190476186,23,62.0,0.7374301675977654,0.3716932043709049,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-06-11,65.0,500,32500.0,0.39104918910991104,June,11,35.0,0.26190476190476186,23,62.0,0.7374301675977654,0.3716932043709049,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-06-12,44.0,105,4620.0,0.00578946534893441,June,12,4.0,0.4894179894179894,23,65.0,0.7374301675977654,0.3715557658850819,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-06-12,58.0,81,4698.0,0.007514323900204711,June,12,5.0,0.4894179894179894,23,44.0,0.7374301675977654,0.3715557658850819,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-06-12,60.0,300,18000.0,0.216325493547101,June,12,35.0,0.4894179894179894,23,58.0,0.7374301675977654,0.3715557658850819,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Amazon,2021-06-19,47.0,114,5358.0,0.0068057891899224185,June,19,4.0,0.4274376417233561,24,47.0,0.653631284916201,0.3715528773125613,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-06-19,60.0,94,5640.0,0.007194140576316211,June,19,4.0,0.4274376417233561,24,47.0,0.653631284916201,0.3715528773125613,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-06-19,65.0,325,21125.0,0.217616555336974,June,19,30.0,0.44920634920634916,24,60.0,0.653631284916201,0.3715528773125613,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Amazon,2021-06-22,60.0,84,5040.0,0.006367861030797504,June,22,4.0,0.6150793650793651,25,60.0,0.7541899441340781,0.3713108771701317,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-06-22,49.0,54,2646.0,0.003981978843112237,June,22,5.0,0.6150793650793651,25,60.0,0.7541899441340781,0.3713108771701317,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-06-22,65.0,300,19500.0,0.16726514553192778,June,22,25.0,0.6150793650793651,25,49.0,0.7541899441340781,0.3713108771701317,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-06-22,50.0,200,10000.0,0.11992621323658519,June,22,35.0,0.6150793650793651,25,65.0,0.7541899441340781,0.3713108771701317,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-09,59.0,154,9086.0,0.015067896078821561,July,9,5.0,0.8452380952380952,27,59.0,0.670391061452514,0.37153838396259964,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-09,65.0,550,35750.0,0.4302113967360581,July,9,35.0,0.8452380952380952,27,59.0,0.670391061452514,0.37153838396259964,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-10,39.0,114,4446.0,0.005549844280733984,July,10,4.0,0.4274376417233561,27,65.0,0.670391061452514,0.37154811313305436,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-07-10,54.0,94,5076.0,0.008165019042300693,July,10,5.0,0.4274376417233561,27,39.0,0.670391061452514,0.37154811313305436,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-10,60.0,325,19500.0,0.23440035860532274,July,10,35.0,0.4274376417233561,27,54.0,0.670391061452514,0.37154811313305436,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Amazon,2021-07-17,47.0,119,5593.0,0.007129415345250579,July,17,4.0,0.38095238095238093,28,47.0,0.653631284916201,0.3715289473416546,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-07-17,60.0,102,6120.0,0.007855164212731178,July,17,4.0,0.38095238095238093,28,47.0,0.653631284916201,0.3715289473416546,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-17,65.0,350,22750.0,0.23440035860532274,July,17,30.0,0.38095238095238093,28,60.0,0.653631284916201,0.3715289473416546,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-07-20,61.0,91,5551.0,0.00707157577706427,July,20,4.0,0.5317460317460317,29,61.0,0.7392923649906892,0.37144889015068594,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-20,65.0,325,21125.0,0.18125164825555173,July,20,25.0,0.5317460317460317,29,61.0,0.7392923649906892,0.37144889015068594,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-07-21,46.0,75,3450.0,0.005365997081856071,July,21,5.0,0.45238095238095244,29,65.0,0.7392923649906892,0.37153725643262536,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-07-21,50.0,250,12500.0,0.15005098833362138,July,21,35.0,0.45238095238095244,29,46.0,0.7392923649906892,0.37153725643262536,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-08-10,50.0,135,6750.0,0.011046668957297185,August,10,5.0,0.7063492063492064,32,50.0,0.6033519553072625,0.37176040358095575,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-08-10,55.0,500,27500.0,0.33079963891583863,August,10,35.0,0.7063492063492064,32,50.0,0.6033519553072625,0.37176040358095575,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-08-11,43.0,72,3096.0,0.0036907153033168927,August,11,4.0,0.3373015873015873,32,55.0,0.6033519553072625,0.37086210196599984,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
Amazon,2021-08-11,57.0,65,3705.0,0.0058049580904128845,August,11,5.0,0.3373015873015873,32,43.0,0.6033519553072625,0.37086210196599984,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
Amazon,2021-08-11,60.0,225,13500.0,0.16210089837243585,August,11,35.0,0.3373015873015873,32,57.0,0.6033519553072625,0.37086210196599984,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
Amazon,2021-08-18,45.0,80,3600.0,0.003145370803274546,August,18,3.0,0.31746031746031744,33,45.0,0.7430167597765364,0.371563650320448,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
