Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Midwest,Region_Northeast,Region_South,Region_Southeast,Region_West,State_Arkansas,State_California,State_Colorado,State_Florida,State_Idaho,State_Indiana,State_Iowa,State_Louisiana,State_Maine,State_Maryland,State_Missouri,State_Nevada,State_New York,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Texas,State_Utah,State_Vermont,State_Washington,State_West Virginia,State_Wisconsin,City_Albany,City_Baltimore,City_Boise,City_Burlington,City_Charleston,City_Columbus,City_Denver,City_Des Moines,City_Houston,City_Indianapolis,City_Las Vegas,City_Little Rock,City_Miami,City_Milwaukee,City_New Orleans,City_Oklahoma City,City_Orlando,City_Philadelphia,City_Portland,City_Salt Lake City,City_San Francisco,City_Seattle,City_St. Louis,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
West Gear,2020-01-24,63.0,52,3276.0,0.006483594044941977,January,24,7.0,0.42691588785046725,4,47.0,0.5113636363636364,0.42327881633064207,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
West Gear,2020-01-24,65.0,200,13000.0,0.2093356719606248,January,24,55.0,0.45233644859813077,4,63.0,0.5113636363636364,0.42327881633064207,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-01-30,43.0,66,2838.0,0.005584918667826602,January,30,7.0,0.1869158878504673,5,43.0,0.47159090909090906,0.42321570046493384,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-01-30,60.0,60,3600.0,0.007148367611575268,January,30,7.0,0.23551401869158878,5,43.0,0.47159090909090906,0.42321570046493384,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
West Gear,2020-01-30,65.0,200,13000.0,0.22838782444350128,January,30,60.0,0.45233644859813077,5,60.0,0.47159090909090906,0.42321570046493384,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-02-05,47.0,105,4935.0,0.009887480918536515,February,5,7.0,0.40560747663551405,6,47.0,0.48863636363636365,0.42407741752849554,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-02-05,59.0,81,4779.0,0.00956740475682419,February,5,7.0,0.5981308411214952,6,47.0,0.48863636363636365,0.42407741752849554,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
West Gear,2020-02-05,65.0,300,19500.0,0.34270073934076034,February,5,60.0,0.2766355140186916,6,59.0,0.48863636363636365,0.42407741752849554,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-02-11,47.0,150,7050.0,0.01216054926476278,February,11,6.0,0.536822429906542,7,47.0,0.4943181818181819,0.42637895282760263,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-02-11,60.0,130,7800.0,0.01576580273459941,February,11,7.0,0.3839786381842456,7,47.0,0.4943181818181819,0.42637895282760263,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
West Gear,2020-02-11,65.0,500,32500.0,0.5236961879280873,February,11,55.0,0.8710280373831775,7,60.0,0.4943181818181819,0.42637895282760263,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
West Gear,2020-02-17,50.0,152,7600.0,0.013127812390816512,February,17,6.0,0.7297196261682243,8,50.0,0.5977272727272728,0.4232398764978882,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-02-17,68.0,138,9384.0,0.01901580683813995,February,17,7.0,0.6265420560747663,8,50.0,0.5977272727272728,0.4232398764978882,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
West Gear,2020-02-17,75.0,475,35625.0,0.5740744757433858,February,17,55.0,0.536822429906542,8,68.0,0.5977272727272728,0.4232398764978882,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
West Gear,2020-02-23,53.0,128,6784.0,0.009704287144662703,February,23,5.0,0.5869158878504672,8,75.0,0.5977272727272728,0.4235427711947619,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
West Gear,2020-02-23,67.0,120,8040.0,0.013901622891659495,February,23,6.0,0.5525233644859813,8,53.0,0.5977272727272728,0.4235427711947619,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
West Gear,2020-02-23,70.0,400,28000.0,0.4101160481263234,February,23,50.0,0.6579439252336448,8,67.0,0.5977272727272728,0.4235427711947619,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
West Gear,2020-03-01,48.0,107,5136.0,0.0072890604299103556,March,1,5.0,0.6265420560747663,9,48.0,0.5170454545454546,0.4233779101499313,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
West Gear,2020-03-01,63.0,81,5103.0,0.008736437798532575,March,1,6.0,0.5981308411214952,9,48.0,0.5170454545454546,0.4233779101499313,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-03-01,70.0,325,22750.0,0.3331746630993221,March,1,50.0,0.4747663551401869,9,63.0,0.5170454545454546,0.4233779101499313,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-03-07,46.0,119,5474.0,0.007784416394465145,March,7,5.0,0.6691588785046728,10,46.0,0.5113636363636364,0.4227742700456921,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
West Gear,2020-03-07,64.0,88,5632.0,0.009666769059773343,March,7,6.0,0.38878504672897196,10,46.0,0.5113636363636364,0.4227742700456921,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-03-07,70.0,350,24500.0,0.3588217914416559,March,7,50.0,0.3775700934579439,10,64.0,0.5113636363636364,0.4227742700456921,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-03-13,49.0,136,6664.0,0.009528421121743843,March,13,5.0,0.45981308411214955,11,49.0,0.5568181818181819,0.42335602775851405,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
West Gear,2020-03-13,69.0,112,7728.0,0.013352920900152653,March,13,6.0,0.17009345794392522,11,49.0,0.5568181818181819,0.42335602775851405,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-03-13,70.0,400,28000.0,0.4101160481263234,March,13,50.0,0.6579439252336448,11,69.0,0.5568181818181819,0.42335602775851405,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-03-19,41.0,56,2296.0,0.0037998785352001702,March,19,6.0,0.36859813084112153,12,41.0,0.3522727272727273,0.4232993292220557,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-03-19,45.0,225,10125.0,0.14814895148677135,March,19,50.0,0.45981308411214955,12,41.0,0.3522727272727273,0.4232993292220557,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-03-25,45.0,200,9000.0,0.13166151183812821,March,25,50.0,0.35140186915887844,13,45.0,0.3977272727272727,0.4231380080049225,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-03-25,43.0,58,2494.0,0.004148093260579513,March,25,6.0,0.38504672897196257,13,45.0,0.3977272727272727,0.4231380080049225,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-03-31,60.0,150,9000.0,0.13166151183812821,March,31,50.0,0.45981308411214955,14,60.0,0.5681818181818182,0.42321918133349823,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-03-31,56.0,39,2184.0,0.0036029085895310474,March,31,6.0,0.714018691588785,14,60.0,0.5681818181818182,0.42321918133349823,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-06,62.0,44,2728.0,0.004559619754209647,April,6,6.0,0.4392523364485981,15,62.0,0.6060606060606061,0.4232953665288133,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-06,65.0,175,11375.0,0.1664683288741526,April,6,50.0,0.40249221183800615,15,62.0,0.6060606060606061,0.4232953665288133,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-04-12,63.0,44,2772.0,0.006262002856064213,April,12,8.0,0.4392523364485981,15,65.0,0.6060606060606061,0.423244648929786,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-12,65.0,175,11375.0,0.21648022914170345,April,12,65.0,0.40249221183800615,15,63.0,0.6060606060606061,0.423244648929786,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-04-18,66.0,91,6006.0,0.01384534576432546,April,18,8.0,0.45607476635514016,16,66.0,0.6363636363636364,0.4236807388266086,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-18,70.0,325,22750.0,0.43319846363442377,April,18,65.0,0.4747663551401869,16,66.0,0.6363636363636364,0.4236807388266086,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-04-24,52.0,196,10192.0,0.014698882195558328,April,24,5.0,0.8186915887850466,17,52.0,0.55,0.42193194545263574,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-24,58.0,196,11368.0,0.016422369220163158,April,24,5.0,0.8186915887850466,17,52.0,0.55,0.42193194545263574,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-24,67.0,131,8777.0,0.017770382285836224,April,24,7.0,0.5551401869158878,17,58.0,0.55,0.42193194545263574,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-24,60.0,725,43500.0,0.44602202780559064,April,24,35.0,0.43364485981308415,17,67.0,0.55,0.42193194545263574,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-04-24,55.0,675,37125.0,0.3806218505326396,April,24,35.0,0.4089719626168224,17,60.0,0.55,0.42193194545263574,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-04-24,70.0,525,36750.0,0.6460696288757941,April,24,60.0,0.5149532710280373,17,55.0,0.55,0.42193194545263574,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-04-30,74.0,140,10360.0,0.02101833461910937,April,30,7.0,0.8710280373831775,18,74.0,0.7272727272727273,0.42314934504829976,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-04-30,75.0,500,37500.0,0.6592595805947086,April,30,60.0,0.8710280373831775,18,74.0,0.7272727272727273,0.42314934504829976,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-05-06,74.0,120,8880.0,0.01798171462337705,May,6,7.0,0.5525233644859813,19,74.0,0.7272727272727273,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-05-06,75.0,400,30000.0,0.48339355767584846,May,6,55.0,0.6579439252336448,19,74.0,0.7272727272727273,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-05-12,64.0,75,4800.0,0.00961049193243931,May,12,7.0,0.4224299065420561,20,64.0,0.6136363636363636,0.4233075930057807,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-05-12,65.0,300,19500.0,0.3141225106164456,May,12,55.0,0.2766355140186916,20,64.0,0.6136363636363636,0.4233075930057807,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
West Gear,2020-05-18,68.0,105,7140.0,0.014411634358124191,May,18,7.0,0.6265420560747663,21,68.0,0.6856060606060606,0.4233228213642729,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
West Gear,2020-05-18,75.0,375,28125.0,0.4531665849866694,May,18,55.0,0.5551401869158878,21,68.0,0.6856060606060606,0.4233228213642729,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
