Retailer,Invoice Date,Price per Unit,Units Sold,Total Sales,Operating Profit,Month,Day,profit_percentage,Competitor Price,Week,lag_price,lag_avg_price,E_d,Region_Midwest,Region_Northeast,Region_South,Region_Southeast,Region_West,State_Alabama,State_Connecticut,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Maryland,State_Massachusetts,State_Michigan,State_Mississippi,State_Montana,State_Nebraska,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Virginia,City_Albuquerque,City_Atlanta,City_Baltimore,City_Billings,City_Birmingham,City_Boise,City_Boston,City_Charleston,City_Charlotte,City_Chicago,City_Dallas,City_Detroit,City_Fargo,City_Hartford,City_Honolulu,City_Houston,City_Jackson,City_Knoxville,City_Miami,City_New York,City_Newark,City_Omaha,City_Orlando,City_Providence,City_Richmond,City_Sioux Falls,Product_Men's Apparel,Product_Men's Athletic Footwear,Product_Men's Street Footwear,Product_Women's Apparel,Product_Women's Athletic Footwear,Product_Women's Street Footwear,Year_2020,Year_2021,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Sales Method_In-store,Sales Method_Online,Sales Method_Outlet
Sports Direct,2020-10-03,57.0,189,10773.0,0.015175106175602308,October,3,5.0,0.6097560975609756,40,57.0,0.726651480637813,0.8609951775444947,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Sports Direct,2020-10-03,60.0,700,42000.0,0.43041671504825846,October,3,35.0,0.6097560975609756,40,57.0,0.726651480637813,0.8609951775444947,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Sports Direct,2020-10-09,64.0,195,12480.0,0.017677753968170194,October,9,5.0,0.6097560975609756,41,64.0,0.8542141230068336,0.8613814193070665,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Sports Direct,2020-10-09,65.0,750,48750.0,0.4996903578126595,October,9,35.0,0.6097560975609756,41,64.0,0.8542141230068336,0.8613814193070665,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
Sports Direct,2021-01-06,42.0,156,6552.0,0.00898666075531582,January,6,5.0,0.35975609756097565,1,42.0,0.5298405466970388,0.8613514184591903,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-06,45.0,625,28125.0,0.2880208938103231,January,6,35.0,0.35975609756097565,1,42.0,0.5298405466970388,0.8613514184591903,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-07,49.0,60,2940.0,0.002829003620702396,January,7,4.0,0.4817073170731707,1,45.0,0.5298405466970388,0.8593661600330617,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-07,50.0,200,10000.0,0.08734724611979636,January,7,30.0,0.4817073170731707,1,49.0,0.5298405466970388,0.8593661600330617,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-01-09,45.0,175,7875.0,0.08019996551712007,January,9,35.0,0.4207317073170732,1,50.0,0.5298405466970388,0.8616150824990435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-09,43.0,49,2107.0,0.0024698069545166126,January,9,5.0,0.4207317073170732,1,45.0,0.5298405466970388,0.8616150824990435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-13,35.0,75,2625.0,0.00245954419262559,January,13,4.0,0.4542682926829269,2,35.0,0.5001627074520012,0.8579059840502379,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-13,41.0,63,2583.0,0.002410282935548683,January,13,4.0,0.4542682926829269,2,35.0,0.5001627074520012,0.8579059840502379,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-13,45.0,250,11250.0,0.11483678689932056,January,13,35.0,0.4542682926829269,2,41.0,0.5001627074520012,0.8579059840502379,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-17,50.0,150,7500.0,0.054359797184367294,January,17,25.0,0.431184668989547,2,45.0,0.5001627074520012,0.861774201467515,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-01-17,54.0,68,3672.0,0.002610846625076091,January,17,3.0,0.431184668989547,2,50.0,0.5001627074520012,0.861774201467515,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-17,39.0,47,1833.0,0.0009931421292826504,January,17,3.0,0.431184668989547,2,54.0,0.5001627074520012,0.861774201467515,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-17,48.0,41,1968.0,0.0016889573854939675,January,17,4.0,0.431184668989547,2,39.0,0.5001627074520012,0.861774201467515,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-17,55.0,225,12375.0,0.07195310328326279,January,17,20.0,0.431184668989547,2,48.0,0.5001627074520012,0.861774201467515,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-19,30.0,140,4200.0,0.004306841333009617,January,19,4.0,0.426829268292683,3,30.0,0.3366742596810934,0.8605258980054664,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-19,43.0,122,5246.0,0.007071922608219359,January,19,5.0,0.426829268292683,3,30.0,0.3366742596810934,0.8605258980054664,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-19,45.0,450,20250.0,0.23689034796040806,January,19,40.0,0.426829268292683,3,43.0,0.3366742596810934,0.8605258980054664,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-01-23,26.0,123,3198.0,0.003131608485603398,January,23,4.0,0.3170731707317073,3,45.0,0.3366742596810934,0.8615379794804886,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-01-23,34.0,95,3230.0,0.004116247183604916,January,23,5.0,0.3170731707317073,3,26.0,0.3366742596810934,0.8615379794804886,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-01-23,35.0,350,12250.0,0.12509954879034293,January,23,35.0,0.3170731707317073,3,34.0,0.3366742596810934,0.8615379794804886,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-04,44.0,180,7920.0,0.010992297650589906,February,4,5.0,0.3313008130081301,5,44.0,0.49430523917995445,0.8614948556175764,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-04,45.0,600,27000.0,0.2764752866829229,February,4,35.0,0.3313008130081301,5,44.0,0.49430523917995445,0.8614948556175764,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-05,39.0,66,2574.0,0.0023997269518893456,February,5,4.0,0.5304878048780488,5,45.0,0.49430523917995445,0.8547699921216497,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-05,49.0,60,2940.0,0.002829003620702396,February,5,4.0,0.4817073170731707,5,39.0,0.49430523917995445,0.8547699921216497,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-05,50.0,200,10000.0,0.08734724611979636,February,5,30.0,0.4817073170731707,5,49.0,0.49430523917995445,0.8547699921216497,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-02-09,45.0,175,7875.0,0.08019996551712007,February,9,35.0,0.6117886178861789,6,45.0,0.4441913439635535,0.8632411686156704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-09,42.0,51,2142.0,0.0025211207639717244,February,9,5.0,0.6117886178861789,6,45.0,0.4441913439635535,0.8632411686156704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-13,45.0,175,7875.0,0.08019996551712007,February,13,35.0,0.7317073170731707,6,42.0,0.4441913439635535,0.8599343660841694,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-13,34.0,60,2040.0,0.0017734052547686658,February,13,4.0,0.3795731707317073,6,45.0,0.4441913439635535,0.8599343660841694,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-13,41.0,51,2091.0,0.0024463492130514185,February,13,5.0,0.5231707317073171,6,34.0,0.4441913439635535,0.8599343660841694,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-15,50.0,150,7500.0,0.054359797184367294,February,15,25.0,0.5231707317073171,7,50.0,0.5105759843800846,0.86068894367566,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-02-15,36.0,53,1908.0,0.0010591170271535087,February,15,3.0,0.5231707317073171,7,50.0,0.5105759843800846,0.86068894367566,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-15,48.0,41,1968.0,0.0016889573854939675,February,15,4.0,0.5231707317073171,7,36.0,0.5105759843800846,0.86068894367566,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-17,41.0,126,5166.0,0.006954633900893389,February,17,5.0,0.44268292682926824,7,48.0,0.5105759843800846,0.8773487606475762,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-17,44.0,62,2728.0,0.0009805335932451089,February,17,2.0,0.44268292682926824,7,41.0,0.5105759843800846,0.8773487606475762,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-02-17,52.0,60,3120.0,0.0021252713767465755,February,17,3.0,0.44268292682926824,7,44.0,0.5105759843800846,0.8773487606475762,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Sports Direct,2021-02-17,45.0,450,20250.0,0.23689034796040806,February,17,40.0,0.44268292682926824,7,52.0,0.5105759843800846,0.8773487606475762,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
Sports Direct,2021-02-17,55.0,200,11000.0,0.06388950465460236,February,17,20.0,0.44268292682926824,7,45.0,0.5105759843800846,0.8773487606475762,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
Sports Direct,2021-03-02,37.0,158,5846.0,0.006237413455595082,March,2,4.0,0.3871951219512195,9,37.0,0.4441913439635535,0.8616257915502319,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-02,40.0,525,21000.0,0.21489871533678867,March,2,35.0,0.3871951219512195,9,37.0,0.4441913439635535,0.8616257915502319,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-03,50.0,150,7500.0,0.06535561349617698,March,3,30.0,0.5280487804878049,9,40.0,0.4441913439635535,0.8598718678800782,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
Sports Direct,2021-03-03,39.0,53,2067.0,0.001198983810639728,March,3,3.0,0.3658536585365854,9,50.0,0.4441913439635535,0.8598718678800782,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
Sports Direct,2021-03-03,48.0,39,1872.0,0.0015763602264610359,March,3,4.0,0.29268292682926833,9,39.0,0.4441913439635535,0.8598718678800782,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-08,40.0,125,5000.0,0.050694525080430736,March,8,35.0,0.5365853658536586,10,40.0,0.46059225512528473,0.8618914782900687,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
Sports Direct,2021-03-08,36.0,36,1296.0,0.001280792683999592,March,8,5.0,0.5365853658536586,10,40.0,0.46059225512528473,0.8618914782900687,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
